"elimfilters_sku","source_sku","segment","make","model","engine_size","hp","kw","year","engine","source_url"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE II (B54_) 3.0 V6 (B54M)","2963","167","123","1996-2000","3.0 V6 (B54M)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 2.0","1998","121","89","1989-1999","2.0","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 2.0","1998","114","84","1989-1999","2.0","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 2.0","1998","107","79","1990-1999","2.0","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 2.0 16V","1998","132","97","1994-1999","2.0 16V","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 2.0 Turbo","1998","147","108","1991-1999","2.0 Turbo","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 2.0 Turbo","1998","141","104","1992-1999","2.0 Turbo","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 2.1 D","2138","82","60","1989-1995","2.1 D","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 2.1 TD 12V","2088","109","80","1994-1999","2.1 TD 12V","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 2.1 Turbo Diesel","2088","109","80","1989-1999","2.1 Turbo Diesel","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 2.5 Turbo Diesel","2446","129","95","1994-1999","2.5 Turbo Diesel","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 3.0","2963","167","123","1989-1994","3.0","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 3.0","2963","167","123","1989-1999","3.0","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 3.0 SV 24","2963","200","147","1989-1999","3.0 SV 24","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EC54260","CU4260","Cabin Filter","PEUGEOT","605 (6B) 3.0 V6","2946","190","140","1997-1999","3.0 V6","https://www.airfilter-crossreference.com/convert/MANN/CU4260"
"EL50211","W11102/11","Oil Filter","DEUTZ-FAHR","AGROSTAR DX 8.31","9572","230","170","1993-1996","DX 8.31","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","DEUTZ-FAHR","DX 140","6128","126","93","1978","140","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","DEUTZ-FAHR","DX 145","6128","133","98","1980","145","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","DEUTZ-FAHR","DX 160","6128","150","110","1978","160","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","DEUTZ-FAHR","DX 230","9572","200","147","1980","230","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","DEUTZ-FAHR","DX 250","9572","220","162","1982","250","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","DEUTZ-FAHR","DX 6.50","6128","136","100","1983","6.50","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","DEUTZ-FAHR","DX 7.10","6128","160","118","1984-1989","7.10","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","DEUTZ-FAHR","DX 8.30","9572","220","162","1983-1988","8.30","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","MK 110-13 A","6128","131","96","1983-1991","110-13 A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","MK 110-16 A","6128","160","118","1983-1991","110-16 A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","MK 110-16 AH","6128","160","118","1983-1991","110-16 AH","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","MK 110-16 AT","6128","160","118","1983-1985","110-16 AT","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","MK 130-13 A","6128","131","96","1983-1991","130-13 A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","MK 130-13 AH","6128","131","96","1983-1991","130-13 AH","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","MK 130-16 A","6128","160","118","1983-1991","130-16 A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","MK 130-16 AH","6128","160","118","1983-1991","130-16 AH","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","P/PA Bonneted Trucks 120-13 ANW","6128","131","96","1983-1990","120-13 ANW","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","P/PA Bonneted Trucks 120-16 ANW,120-17 …","6128","160","118","1983-1989","120-16 ANW,120-17 ANW","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","P/PA Bonneted Trucks 150-16 AN","6128","160","118","1983-1991","150-16 AN","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","P/PA Bonneted Trucks 150-16 ANW","6128","160","118","1983-1991","150-16 ANW","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","P/PA Bonneted Trucks 160-17 AN","6128","169","124","1989-1993","160-17 AN","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","IVECO","P/PA Bonneted Trucks 160-17 ANW","6128","169","124","1989-1993","160-17 ANW","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","D-Series 160D13L","6128","160","118","1971","160D13L","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","D-Series 160D15FAK","6128","160","118","1971","160D15FAK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","D-Series 160D15FK","6128","160","118","1971","160D15FK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","D-Series 160D16FL, 160D16FLL","6128","160","118","1971","160D16FL, 160D16FLL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M11FAK","6128","160","118","1975-1982","160M11FAK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M11FAL","6128","160","118","1975-1982","160M11FAL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M11FK","6128","160","118","1975-1982","160M11FK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M11FL","6128","160","118","1975-1982","160M11FL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M11FS","6128","160","118","1975-1982","160M11FS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M13FAK","6128","160","118","1975-1982","160M13FAK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M13FAL","6128","160","118","1975-1982","160M13FAL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M13FK","6128","160","118","1975-1982","160M13FK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M13FL","6128","160","118","1975-1982","160M13FL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M13FS","6128","160","118","1975-1982","160M13FS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M8FAK","6128","160","118","1981-1982","160M8FAK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M8FAL","6128","160","118","1981-1982","160M8FAL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M8FK","6128","160","118","1981-1982","160M8FK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M8FL","6128","160","118","1981-1982","160M8FL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M8FS","6128","160","118","1981-1982","160M8FS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M9FAK","6128","160","118","1975-1982","160M9FAK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M9FAL","6128","160","118","1975-1982","160M9FAL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M9FK","6128","160","118","1975-1982","160M9FK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M9FL","6128","160","118","1975-1982","160M9FL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M9FS","6128","160","118","1975-1982","160M9FS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 168M11FK","6128","160","118","1980-1982","168M11FK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50211","W11102/11","Oil Filter","MAGIRUS-DEUTZ","M-Series 168M11FL","6128","160","118","1980-1982","168M11FL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/11"
"EL50214","W11102/14","Oil Filter","DEUTZ-FAHR","AGROSTAR DX 8.31","9572","230","170","1993-1996","DX 8.31","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","DEUTZ-FAHR","DX 140","6128","126","93","1978","140","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","DEUTZ-FAHR","DX 145","6128","133","98","1980","145","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","DEUTZ-FAHR","DX 160","6128","150","110","1978","160","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","DEUTZ-FAHR","DX 230","9572","200","147","1980","230","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","DEUTZ-FAHR","DX 250","9572","220","162","1982","250","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","DEUTZ-FAHR","DX 6.50","6128","136","100","1983","6.50","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","DEUTZ-FAHR","DX 7.10","6128","160","118","1984-1989","7.10","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","DEUTZ-FAHR","DX 8.30","9572","220","162","1983-1988","8.30","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","MK 110-13 A","6128","131","96","1983-1991","110-13 A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","MK 110-16 A","6128","160","118","1983-1991","110-16 A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","MK 110-16 AH","6128","160","118","1983-1991","110-16 AH","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","MK 110-16 AT","6128","160","118","1983-1985","110-16 AT","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","MK 130-13 A","6128","131","96","1983-1991","130-13 A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","MK 130-13 AH","6128","131","96","1983-1991","130-13 AH","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","MK 130-16 A","6128","160","118","1983-1991","130-16 A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","MK 130-16 AH","6128","160","118","1983-1991","130-16 AH","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","P/PA Bonneted Trucks 120-13 ANW","6128","131","96","1983-1990","120-13 ANW","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","P/PA Bonneted Trucks 120-16 ANW,120-17 …","6128","160","118","1983-1989","120-16 ANW,120-17 ANW","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","P/PA Bonneted Trucks 150-16 AN","6128","160","118","1983-1991","150-16 AN","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","P/PA Bonneted Trucks 150-16 ANW","6128","160","118","1983-1991","150-16 ANW","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","P/PA Bonneted Trucks 160-17 AN","6128","169","124","1989-1993","160-17 AN","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","IVECO","P/PA Bonneted Trucks 160-17 ANW","6128","169","124","1989-1993","160-17 ANW","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","D-Series 160D13L","6128","160","118","1971","160D13L","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","D-Series 160D15FAK","6128","160","118","1971","160D15FAK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","D-Series 160D15FK","6128","160","118","1971","160D15FK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","D-Series 160D16FL, 160D16FLL","6128","160","118","1971","160D16FL, 160D16FLL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M11FAK","6128","160","118","1975-1982","160M11FAK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M11FAL","6128","160","118","1975-1982","160M11FAL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M11FK","6128","160","118","1975-1982","160M11FK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M11FL","6128","160","118","1975-1982","160M11FL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M11FS","6128","160","118","1975-1982","160M11FS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M13FAK","6128","160","118","1975-1982","160M13FAK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M13FAL","6128","160","118","1975-1982","160M13FAL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M13FK","6128","160","118","1975-1982","160M13FK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M13FL","6128","160","118","1975-1982","160M13FL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M13FS","6128","160","118","1975-1982","160M13FS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M8FAK","6128","160","118","1981-1982","160M8FAK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M8FAL","6128","160","118","1981-1982","160M8FAL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
"EL50214","W11102/14","Oil Filter","MAGIRUS-DEUTZ","M-Series 160M8FK","6128","160","118","1981-1982","160M8FK","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W11102/14"
